377,2.1631
377.5,2.1704
378,2.1686
378.5,2.1686
379,2.1686
379.5,2.1713
380,2.1907
380.5,2.187
381,2.1706
381.5,2.1592
382,2.164
382.5,2.165
383,2.2331
383.5,2.1929
384,2.1721
384.5,2.171
385,2.1624
385.5,2.1731
386,2.1688
386.5,2.161
387,2.1674
387.5,2.165
388,2.1805
388.5,2.2347
389,2.1704
389.5,2.1674
390,2.1657
390.5,2.1687
391,2.1724
391.5,2.1729
392,2.1793
392.5,2.1679
393,2.1702
393.5,2.1719
394,2.1751
394.5,2.1627
395,2.166
395.5,2.2315
396,2.1768
396.5,2.1749
397,2.1695
397.5,2.1694
398,2.1758
398.5,2.1666
399,2.1611
399.5,2.1564
400,2.1592
